experiment_name,case_id,repetition_index,round_id,turn_id,turn_sequence,secret_word,imposter_was,candidate_agent_id,candidate_clue,is_imposter,all_clues_json
llm_qwen7b_few_shot_20260710T201518Z,149,0,4b32e75f-1c65-4812-ae7e-f593f7f09d20,3705e26f-d8b8-4557-b92d-055a65261ac6,1,nobody,Agent C,agent_c,hidden presence,1,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""empty chair at reunion""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""hidden presence""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""anonymous clue""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""anonymous clue""}]"
llm_qwen7b_few_shot_20260710T201518Z,149,0,4b32e75f-1c65-4812-ae7e-f593f7f09d20,3705e26f-d8b8-4557-b92d-055a65261ac6,1,nobody,Agent C,agent_b,anonymous clue,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""empty chair at reunion""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""hidden presence""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""anonymous clue""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""anonymous clue""}]"
llm_qwen7b_few_shot_20260710T201518Z,149,0,4b32e75f-1c65-4812-ae7e-f593f7f09d20,3705e26f-d8b8-4557-b92d-055a65261ac6,1,nobody,Agent C,agent_d,anonymous clue,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""empty chair at reunion""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""hidden presence""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""anonymous clue""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""anonymous clue""}]"
llm_qwen7b_few_shot_20260710T201518Z,150,0,d0d13849-caa2-4884-8c44-dacc20072555,98f6fced-74a4-4247-aa86-427581d6e4f3,1,product,Agent C,agent_c,museum relic,1,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""museum relic""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iPhone X""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chemical compound""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""factory floor""}]"
llm_qwen7b_few_shot_20260710T201518Z,150,0,d0d13849-caa2-4884-8c44-dacc20072555,98f6fced-74a4-4247-aa86-427581d6e4f3,1,product,Agent C,agent_b,iPhone X,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""museum relic""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iPhone X""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chemical compound""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""factory floor""}]"
llm_qwen7b_few_shot_20260710T201518Z,150,0,d0d13849-caa2-4884-8c44-dacc20072555,98f6fced-74a4-4247-aa86-427581d6e4f3,1,product,Agent C,agent_d,chemical compound,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""museum relic""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iPhone X""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chemical compound""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""factory floor""}]"
llm_qwen7b_few_shot_20260710T201518Z,150,0,d0d13849-caa2-4884-8c44-dacc20072555,98f6fced-74a4-4247-aa86-427581d6e4f3,1,product,Agent C,agent_a,factory floor,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""museum relic""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""iPhone X""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""chemical compound""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""factory floor""}]"
llm_qwen7b_few_shot_20260710T201518Z,151,0,718247db-1b73-4ab6-821f-9c407ee0c400,9171d029-35fd-43d3-99d4-539d11a12d1e,1,secretary,Agent D,agent_a,assists in office management,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""assists in office management""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""non-public space""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""confidential memo""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""office companion""}]"
llm_qwen7b_few_shot_20260710T201518Z,151,0,718247db-1b73-4ab6-821f-9c407ee0c400,9171d029-35fd-43d3-99d4-539d11a12d1e,1,secretary,Agent D,agent_c,non-public space,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""assists in office management""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""non-public space""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""confidential memo""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""office companion""}]"
llm_qwen7b_few_shot_20260710T201518Z,151,0,718247db-1b73-4ab6-821f-9c407ee0c400,9171d029-35fd-43d3-99d4-539d11a12d1e,1,secretary,Agent D,agent_d,confidential memo,1,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""assists in office management""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""non-public space""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""confidential memo""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""office companion""}]"
llm_qwen7b_few_shot_20260710T201518Z,151,0,718247db-1b73-4ab6-821f-9c407ee0c400,9171d029-35fd-43d3-99d4-539d11a12d1e,1,secretary,Agent D,agent_b,office companion,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""assists in office management""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""non-public space""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""confidential memo""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""office companion""}]"
llm_qwen7b_few_shot_20260710T201518Z,152,0,2cd9a174-ffcf-4969-82e2-0a47f5014753,95de6f32-7c35-4952-a544-c95d9cd93bad,1,sister,Agent D,agent_a,brother's companion,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""brother's companion""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""brother's joke""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""family snapshot""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""nursery rhyme""}]"
llm_qwen7b_few_shot_20260710T201518Z,152,0,2cd9a174-ffcf-4969-82e2-0a47f5014753,95de6f32-7c35-4952-a544-c95d9cd93bad,1,sister,Agent D,agent_d,brother's joke,1,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""brother's companion""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""brother's joke""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""family snapshot""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""nursery rhyme""}]"
llm_qwen7b_few_shot_20260710T201518Z,152,0,2cd9a174-ffcf-4969-82e2-0a47f5014753,95de6f32-7c35-4952-a544-c95d9cd93bad,1,sister,Agent D,agent_b,family snapshot,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""brother's companion""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""brother's joke""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""family snapshot""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""nursery rhyme""}]"
llm_qwen7b_few_shot_20260710T201518Z,152,0,2cd9a174-ffcf-4969-82e2-0a47f5014753,95de6f32-7c35-4952-a544-c95d9cd93bad,1,sister,Agent D,agent_c,nursery rhyme,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""brother's companion""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""brother's joke""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""family snapshot""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""nursery rhyme""}]"
llm_qwen7b_few_shot_20260710T201518Z,153,0,b077274e-b902-411d-b03b-3586cb67c9e1,0427184a-9242-440d-9d38-2f70a769408e,1,unit,Agent D,agent_d,yard stick,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""yard stick""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""single soldier""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""not a meter""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""measure rainfall""}]"
llm_qwen7b_few_shot_20260710T201518Z,153,0,b077274e-b902-411d-b03b-3586cb67c9e1,0427184a-9242-440d-9d38-2f70a769408e,1,unit,Agent D,agent_c,single soldier,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""yard stick""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""single soldier""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""not a meter""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""measure rainfall""}]"
llm_qwen7b_few_shot_20260710T201518Z,153,0,b077274e-b902-411d-b03b-3586cb67c9e1,0427184a-9242-440d-9d38-2f70a769408e,1,unit,Agent D,agent_b,not a meter,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""yard stick""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""single soldier""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""not a meter""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""measure rainfall""}]"
llm_qwen7b_few_shot_20260710T201518Z,153,0,b077274e-b902-411d-b03b-3586cb67c9e1,0427184a-9242-440d-9d38-2f70a769408e,1,unit,Agent D,agent_a,measure rainfall,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""yard stick""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""single soldier""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""not a meter""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""measure rainfall""}]"
llm_qwen7b_few_shot_20260710T201518Z,154,0,4edca583-88d0-4b80-a611-2c19ca5bf413,6975f481-1dad-4bc7-bd50-42145f7144ae,1,degree,Agent B,agent_d,academic threshold,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""academic threshold""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""temperature measure""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""academic achievement""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""angle measure""}]"
llm_qwen7b_few_shot_20260710T201518Z,154,0,4edca583-88d0-4b80-a611-2c19ca5bf413,6975f481-1dad-4bc7-bd50-42145f7144ae,1,degree,Agent B,agent_a,temperature measure,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""academic threshold""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""temperature measure""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""academic achievement""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""angle measure""}]"
llm_qwen7b_few_shot_20260710T201518Z,154,0,4edca583-88d0-4b80-a611-2c19ca5bf413,6975f481-1dad-4bc7-bd50-42145f7144ae,1,degree,Agent B,agent_c,academic achievement,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""academic threshold""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""temperature measure""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""academic achievement""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""angle measure""}]"
llm_qwen7b_few_shot_20260710T201518Z,154,0,4edca583-88d0-4b80-a611-2c19ca5bf413,6975f481-1dad-4bc7-bd50-42145f7144ae,1,degree,Agent B,agent_b,angle measure,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""academic threshold""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""temperature measure""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""academic achievement""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""angle measure""}]"
llm_qwen7b_few_shot_20260710T201518Z,155,0,9d8468fc-222a-43cd-9ec3-b7cea63f6386,cf0ac201-6661-4152-9097-09441ee20105,1,france,Agent A,agent_d,gastronomic journey,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""gastronomic journey""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""continent map""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""not tropical""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nation's pride""}]"
llm_qwen7b_few_shot_20260710T201518Z,155,0,9d8468fc-222a-43cd-9ec3-b7cea63f6386,cf0ac201-6661-4152-9097-09441ee20105,1,france,Agent A,agent_a,continent map,1,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""gastronomic journey""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""continent map""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""not tropical""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nation's pride""}]"
llm_qwen7b_few_shot_20260710T201518Z,155,0,9d8468fc-222a-43cd-9ec3-b7cea63f6386,cf0ac201-6661-4152-9097-09441ee20105,1,france,Agent A,agent_c,not tropical,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""gastronomic journey""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""continent map""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""not tropical""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nation's pride""}]"
llm_qwen7b_few_shot_20260710T201518Z,155,0,9d8468fc-222a-43cd-9ec3-b7cea63f6386,cf0ac201-6661-4152-9097-09441ee20105,1,france,Agent A,agent_b,nation's pride,0,"[{""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""gastronomic journey""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""continent map""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""not tropical""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""nation's pride""}]"
llm_qwen7b_few_shot_20260710T201518Z,156,0,3bd1ec6d-3e29-4b8c-84ed-cda44a98f42f,59892518-52d0-42a1-b0c7-83b81dc768e5,1,insurance,Agent B,agent_b,betrayal,1,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""betrayal""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""risk assessment""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""property damage""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""financial safety""}]"
llm_qwen7b_few_shot_20260710T201518Z,156,0,3bd1ec6d-3e29-4b8c-84ed-cda44a98f42f,59892518-52d0-42a1-b0c7-83b81dc768e5,1,insurance,Agent B,agent_d,risk assessment,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""betrayal""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""risk assessment""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""property damage""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""financial safety""}]"
llm_qwen7b_few_shot_20260710T201518Z,156,0,3bd1ec6d-3e29-4b8c-84ed-cda44a98f42f,59892518-52d0-42a1-b0c7-83b81dc768e5,1,insurance,Agent B,agent_c,property damage,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""betrayal""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""risk assessment""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""property damage""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""financial safety""}]"
llm_qwen7b_few_shot_20260710T201518Z,156,0,3bd1ec6d-3e29-4b8c-84ed-cda44a98f42f,59892518-52d0-42a1-b0c7-83b81dc768e5,1,insurance,Agent B,agent_a,financial safety,0,"[{""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""betrayal""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""risk assessment""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""property damage""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""financial safety""}]"
llm_qwen7b_few_shot_20260710T201518Z,157,0,3c3f2ff0-a19b-431f-88ff-9430828920f9,1e1a7f9e-e3a3-4286-8040-6f11ec3440d5,1,opinion,Agent D,agent_a,balanced scale debate,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""balanced scale debate""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""monitor screen""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""majority vote""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""public poll result""}]"
llm_qwen7b_few_shot_20260710T201518Z,157,0,3c3f2ff0-a19b-431f-88ff-9430828920f9,1e1a7f9e-e3a3-4286-8040-6f11ec3440d5,1,opinion,Agent D,agent_d,monitor screen,1,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""balanced scale debate""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""monitor screen""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""majority vote""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""public poll result""}]"
llm_qwen7b_few_shot_20260710T201518Z,157,0,3c3f2ff0-a19b-431f-88ff-9430828920f9,1e1a7f9e-e3a3-4286-8040-6f11ec3440d5,1,opinion,Agent D,agent_b,majority vote,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""balanced scale debate""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""monitor screen""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""majority vote""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""public poll result""}]"
llm_qwen7b_few_shot_20260710T201518Z,157,0,3c3f2ff0-a19b-431f-88ff-9430828920f9,1e1a7f9e-e3a3-4286-8040-6f11ec3440d5,1,opinion,Agent D,agent_c,public poll result,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""balanced scale debate""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""monitor screen""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""majority vote""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""public poll result""}]"
llm_qwen7b_few_shot_20260710T201518Z,158,0,021f02bd-0e4e-462d-b0b0-b5c764dfa04a,fe264593-8f11-4559-8b17-4a8aaa45df26,1,administration,Agent A,agent_c,White House staff,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""White House staff""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""City hall ballot""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""Civil Service Commission""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""Office paperwork""}]"
llm_qwen7b_few_shot_20260710T201518Z,158,0,021f02bd-0e4e-462d-b0b0-b5c764dfa04a,fe264593-8f11-4559-8b17-4a8aaa45df26,1,administration,Agent A,agent_a,City hall ballot,1,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""White House staff""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""City hall ballot""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""Civil Service Commission""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""Office paperwork""}]"
llm_qwen7b_few_shot_20260710T201518Z,158,0,021f02bd-0e4e-462d-b0b0-b5c764dfa04a,fe264593-8f11-4559-8b17-4a8aaa45df26,1,administration,Agent A,agent_d,Civil Service Commission,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""White House staff""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""City hall ballot""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""Civil Service Commission""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""Office paperwork""}]"
llm_qwen7b_few_shot_20260710T201518Z,158,0,021f02bd-0e4e-462d-b0b0-b5c764dfa04a,fe264593-8f11-4559-8b17-4a8aaa45df26,1,administration,Agent A,agent_b,Office paperwork,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""White House staff""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""City hall ballot""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""Civil Service Commission""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""Office paperwork""}]"
llm_qwen7b_few_shot_20260710T201518Z,159,0,0ed194c3-23e2-4b7b-bfe9-cd4330a67d57,4e84571a-d07f-461f-86cf-2ececa6f4cdd,1,cancer,Agent C,agent_c,lump,1,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""lump""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""scar tissue""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""medical diagnosis""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""breast screening""}]"
llm_qwen7b_few_shot_20260710T201518Z,159,0,0ed194c3-23e2-4b7b-bfe9-cd4330a67d57,4e84571a-d07f-461f-86cf-2ececa6f4cdd,1,cancer,Agent C,agent_d,scar tissue,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""lump""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""scar tissue""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""medical diagnosis""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""breast screening""}]"
llm_qwen7b_few_shot_20260710T201518Z,159,0,0ed194c3-23e2-4b7b-bfe9-cd4330a67d57,4e84571a-d07f-461f-86cf-2ececa6f4cdd,1,cancer,Agent C,agent_b,medical diagnosis,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""lump""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""scar tissue""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""medical diagnosis""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""breast screening""}]"
llm_qwen7b_few_shot_20260710T201518Z,159,0,0ed194c3-23e2-4b7b-bfe9-cd4330a67d57,4e84571a-d07f-461f-86cf-2ececa6f4cdd,1,cancer,Agent C,agent_a,breast screening,0,"[{""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""lump""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""scar tissue""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""medical diagnosis""}, {""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""breast screening""}]"
llm_qwen7b_few_shot_20260710T201518Z,160,0,35cb7b8e-99a2-4af0-9e55-2fd7db2485a0,96e31ad0-2cf5-47dc-824d-f7600bc499bb,1,defense,Agent C,agent_a,attack counterpart,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""attack counterpart""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""offense weak""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""fortress gate""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""guard emblem""}]"
llm_qwen7b_few_shot_20260710T201518Z,160,0,35cb7b8e-99a2-4af0-9e55-2fd7db2485a0,96e31ad0-2cf5-47dc-824d-f7600bc499bb,1,defense,Agent C,agent_b,offense weak,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""attack counterpart""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""offense weak""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""fortress gate""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""guard emblem""}]"
llm_qwen7b_few_shot_20260710T201518Z,160,0,35cb7b8e-99a2-4af0-9e55-2fd7db2485a0,96e31ad0-2cf5-47dc-824d-f7600bc499bb,1,defense,Agent C,agent_d,fortress gate,0,"[{""agent_id"": ""agent_a"", ""agent_name"": ""Agent A"", ""clue"": ""attack counterpart""}, {""agent_id"": ""agent_b"", ""agent_name"": ""Agent B"", ""clue"": ""offense weak""}, {""agent_id"": ""agent_d"", ""agent_name"": ""Agent D"", ""clue"": ""fortress gate""}, {""agent_id"": ""agent_c"", ""agent_name"": ""Agent C"", ""clue"": ""guard emblem""}]"
